URI	membersInSweden	members	label
http://www.wikidata.org/entity/Q1147328	0	5	Mahavira Hall
http://www.wikidata.org/entity/Q12014176	0	5	region of Turkmenistan
http://www.wikidata.org/entity/Q20740204	0	5	division of Tonga
http://www.wikidata.org/entity/Q27431279	0	5	Outfitter
http://www.wikidata.org/entity/Q107141943	0	5	Former municipality of Iceland
http://www.wikidata.org/entity/Q3958661	0	5	sphaeristerium
http://www.wikidata.org/entity/Q6634155	2	5	national stadium
http://www.wikidata.org/entity/Q3632569	0	5	settling basin
http://www.wikidata.org/entity/Q3732792	0	5	archiepiscopal exarchate
http://www.wikidata.org/entity/Q907231	0	5	Japantown
http://www.wikidata.org/entity/Q192498	0	5	administrative territorial entity of France
http://www.wikidata.org/entity/Q270496	0	5	administrative territorial entity of Pakistan
http://www.wikidata.org/entity/Q12000749	0	5	Q12000749
http://www.wikidata.org/entity/Q72022866	0	5	standing stones
http://www.wikidata.org/entity/Q2973184	0	5	simulator ride
http://www.wikidata.org/entity/Q101244826	0	5	skittle alley
http://www.wikidata.org/entity/Q2824644	0	5	administrative territorial entity of Colombia
http://www.wikidata.org/entity/Q2824645	0	5	administrative divisions of Italy
http://www.wikidata.org/entity/Q1544543	0	5	Greektown
http://www.wikidata.org/entity/Q4204491	0	5	administrative territorial entity of the Soviet Union
http://www.wikidata.org/entity/Q2339413	0	5	Steilhang
http://www.wikidata.org/entity/Q15126920	0	5	administrative territorial entity of El Salvador
http://www.wikidata.org/entity/Q57362	0	5	autonomous region of the People's Republic of China
http://www.wikidata.org/entity/Q59341087	0	5	town in Nova Scotia
http://www.wikidata.org/entity/Q1388464	0	5	regional municipality in Canada
http://www.wikidata.org/entity/Q61960095	0	5	electoral ward of Narridy District Council
http://www.wikidata.org/entity/Q1377409	0	5	European Cultural Route
http://www.wikidata.org/entity/Q12594108	0	5	Workers' District
http://www.wikidata.org/entity/Q864217	0	5	biobank
http://www.wikidata.org/entity/Q1295316	0	5	emergency department
http://www.wikidata.org/entity/Q20203507	0	5	viceroyalty of the Spanish Empire
http://www.wikidata.org/entity/Q20757176	0	5	parish municipality of Denmark
http://www.wikidata.org/entity/Q30970870	0	5	Q30970870
http://www.wikidata.org/entity/Q88308215	0	5	United States federal medical center
http://www.wikidata.org/entity/Q27556845	0	5	skyscraper complex
http://www.wikidata.org/entity/Q106072745	0	5	coterminous town-village of New York
http://www.wikidata.org/entity/Q867606	0	5	governorate of Bahrain
http://www.wikidata.org/entity/Q7882520	0	5	haveli
http://www.wikidata.org/entity/Q9379879	0	5	Sanheyuan
http://www.wikidata.org/entity/Q2447721	0	5	trades hall
http://www.wikidata.org/entity/Q16665275	0	5	Q16665275
http://www.wikidata.org/entity/Q47781632	0	5	undersea hill
http://www.wikidata.org/entity/Q64139068	0	5	WAGGGS World Centre
http://www.wikidata.org/entity/Q2843284	0	5	starch industry
http://www.wikidata.org/entity/Q3543135	0	5	zinc factory
http://www.wikidata.org/entity/Q7123027	0	5	packing house
http://www.wikidata.org/entity/Q2091262	0	5	region of Singapore
http://www.wikidata.org/entity/Q81283049	0	5	fraternity house
http://www.wikidata.org/entity/Q498274	0	5	tombolo
http://www.wikidata.org/entity/Q86212165	0	5	row of houses
http://www.wikidata.org/entity/Q99669329	0	5	rabbi's house
http://www.wikidata.org/entity/Q24439113	0	5	barbecue restaurant
http://www.wikidata.org/entity/Q48767324	0	5	supper club
http://www.wikidata.org/entity/Q53845448	0	5	Mexican restaurant
http://www.wikidata.org/entity/Q53847673	0	5	Italian restaurant
http://www.wikidata.org/entity/Q70093915	0	5	one-way street
http://www.wikidata.org/entity/Q98639272	0	5	Q98639272
http://www.wikidata.org/entity/Q1435771	0	5	gopuram
http://www.wikidata.org/entity/Q13107770	0	5	archipelagic state
http://www.wikidata.org/entity/Q17378017	0	5	subregion of Tabasco
http://www.wikidata.org/entity/Q18630858	0	5	GSFG Special Weapons Depot
http://www.wikidata.org/entity/Q98094452	0	5	Q98094452
http://www.wikidata.org/entity/Q2107826	0	5	Prang
http://www.wikidata.org/entity/Q2455293	0	5	drum tower
http://www.wikidata.org/entity/Q5613989	0	5	guard tower
http://www.wikidata.org/entity/Q54360657	0	5	uranium enrichment plant
http://www.wikidata.org/entity/Q58217808	0	5	print workshop
http://www.wikidata.org/entity/Q65515162	0	5	smelter
http://www.wikidata.org/entity/Q98526214	0	5	doubling mill
http://www.wikidata.org/entity/Q106079704	0	5	independent component city
http://www.wikidata.org/entity/Q1710033	0	5	autonomous region with special statute
http://www.wikidata.org/entity/Q80593705	0	5	Dōsojin-tō
http://www.wikidata.org/entity/Q24933318	0	5	Gallo-Roman amphitheatre
http://www.wikidata.org/entity/Q5256322	0	5	demonstration farm
http://www.wikidata.org/entity/Q23925100	0	5	Q23925100
http://www.wikidata.org/entity/Q66493917	0	5	proprietærgård
http://www.wikidata.org/entity/Q7257998	0	5	public swimming pool in Hong Kong
http://www.wikidata.org/entity/Q15058048	0	5	Q15058048
http://www.wikidata.org/entity/Q803749	0	5	billabong
http://www.wikidata.org/entity/Q1130875	0	5	indoor roller coaster
http://www.wikidata.org/entity/Q1265865	0	5	enclosed roller coaster
http://www.wikidata.org/entity/Q2430594	0	5	moraine-dammed lake
http://www.wikidata.org/entity/Q8963323	0	5	galacho
http://www.wikidata.org/entity/Q98059111	0	5	roller coaster model
http://www.wikidata.org/entity/Q2479824	0	5	altepetl
http://www.wikidata.org/entity/Q85796467	0	5	regional district
http://www.wikidata.org/entity/Q719487	0	5	French overseas collectivity
http://www.wikidata.org/entity/Q24140788	0	5	cannabis shop
http://www.wikidata.org/entity/Q41792036	0	5	provincia de la provincia de gran estado de España
http://www.wikidata.org/entity/Q2973947	0	5	geographical constituency
http://www.wikidata.org/entity/Q2318315	0	5	tasting room
http://www.wikidata.org/entity/Q10482023	0	5	electricity plant
http://www.wikidata.org/entity/Q11166097	0	5	drawing room
http://www.wikidata.org/entity/Q20251207	0	5	district of Kouvola
http://www.wikidata.org/entity/Q21931651	0	5	geological monument of national importance in Belarus
http://www.wikidata.org/entity/Q30020391	0	5	district of Joensuu
http://www.wikidata.org/entity/Q96744603	0	5	dominican convent
http://www.wikidata.org/entity/Q830565	0	5	sleeping car
http://www.wikidata.org/entity/Q319382	1	5	open prison
http://www.wikidata.org/entity/Q1138279	0	5	associated state
http://www.wikidata.org/entity/Q66486614	0	5	scare zone
http://www.wikidata.org/entity/Q957394	0	5	dry ski slope
http://www.wikidata.org/entity/Q3141488	0	5	terrain park
http://www.wikidata.org/entity/Q55080013	0	5	Q55080013
http://www.wikidata.org/entity/Q2984694	0	5	comarca of Burgos Province
http://www.wikidata.org/entity/Q4389116	0	5	comarca of Salamanca Province
http://www.wikidata.org/entity/Q33112019	0	5	state suburb
http://www.wikidata.org/entity/Q11914866	0	5	comarca of Ciudad Real Province
http://www.wikidata.org/entity/Q50266545	0	5	First Level Administrative Governor Constituency in South Korea
http://www.wikidata.org/entity/Q41790171	0	5	agricultural comarca of Madrid Community
http://www.wikidata.org/entity/Q12584798	0	5	Bridges over railway lines
http://www.wikidata.org/entity/Q54932965	0	5	Local Electoral Area for Tipperary County Council
http://www.wikidata.org/entity/Q54932966	0	5	Local Electoral Area for Galway County Council
http://www.wikidata.org/entity/Q30716167	0	5	high flux reactor
http://www.wikidata.org/entity/Q1713951	0	5	Q1713951
http://www.wikidata.org/entity/Q54932973	0	5	Local Electoral Area for Donegal County Council
http://www.wikidata.org/entity/Q54932978	0	5	Local Electoral Area for Fingal County Council
http://www.wikidata.org/entity/Q54932980	0	5	Local Electoral Area for Kildare County Council
http://www.wikidata.org/entity/Q54932989	0	5	Local Electoral Area for Wicklow County Council
http://www.wikidata.org/entity/Q54932996	0	5	Local Electoral Area for Waterford City and County Council
http://www.wikidata.org/entity/Q15304003	0	5	country of the Kingdom of the Netherlands
http://www.wikidata.org/entity/Q2975117	0	5	dark water ride
http://www.wikidata.org/entity/Q11505677	0	5	new town in Japan
http://www.wikidata.org/entity/Q12808582	0	5	military high school
http://www.wikidata.org/entity/Q1407379	0	5	National Routes of Argentina
http://www.wikidata.org/entity/Q1780633	0	5	religious intentional community
http://www.wikidata.org/entity/Q686534	0	5	prison cell
http://www.wikidata.org/entity/Q7574919	0	5	specialized municipality in Alberta
http://www.wikidata.org/entity/Q1427694	0	5	Fleet
http://www.wikidata.org/entity/Q3446003	0	5	Royal Ordnance Factory
http://www.wikidata.org/entity/Q17278423	0	5	district of Bremen
http://www.wikidata.org/entity/Q65498881	0	5	protected area of Quebec
http://www.wikidata.org/entity/Q15644358	0	5	Arbeitslager
http://www.wikidata.org/entity/Q61861051	0	5	laguna
http://www.wikidata.org/entity/Q20683285	0	5	neighbourhood in Rio de Janeiro
http://www.wikidata.org/entity/Q46992916	0	5	Landdrostei
http://www.wikidata.org/entity/Q1422709	0	5	frisbee
http://www.wikidata.org/entity/Q1442984	0	5	Hokora
http://www.wikidata.org/entity/Q199403	0	5	tropical forest
http://www.wikidata.org/entity/Q13405470	0	5	Gemeindeverband
http://www.wikidata.org/entity/Q17218816	0	5	Tomb of Emperor of Japan
http://www.wikidata.org/entity/Q20683403	0	5	amt of the Principality of Brunswick-Wolfenbüttel
http://www.wikidata.org/entity/Q28050911	0	5	Q28050911
http://www.wikidata.org/entity/Q2873248	0	5	Q2873248
http://www.wikidata.org/entity/Q41762668	0	5	residency of the German Empire
http://www.wikidata.org/entity/Q442030	0	5	hammermill
http://www.wikidata.org/entity/Q913398	0	5	mountain trail
http://www.wikidata.org/entity/Q1475157	2	5	Kapell
http://www.wikidata.org/entity/Q17108296	0	5	water management district in Florida
http://www.wikidata.org/entity/Q26807495	0	5	district of the French Southern and Antarctic Lands
http://www.wikidata.org/entity/Q2238889	1	5	grinding mill
http://www.wikidata.org/entity/Q3032119	0	5	district of the canton of Basel-Land
http://www.wikidata.org/entity/Q3032133	0	5	district of Canton Thurgau
http://www.wikidata.org/entity/Q3085683	0	5	planning region of Latvia
http://www.wikidata.org/entity/Q3054037	0	5	merindad of Navarra
http://www.wikidata.org/entity/Q4862348	0	5	polymictic lake
http://www.wikidata.org/entity/Q935908	0	5	dugout
http://www.wikidata.org/entity/Q8349973	0	5	insular council
http://www.wikidata.org/entity/Q1306854	0	5	model home
http://www.wikidata.org/entity/Q9064375	0	5	rolling lift bridge
http://www.wikidata.org/entity/Q11313995	0	5	Q11313995
http://www.wikidata.org/entity/Q23557076	5	5	cold water house
http://www.wikidata.org/entity/Q3239205	0	5	district of Kenya
http://www.wikidata.org/entity/Q1868065	0	5	merchant's house
http://www.wikidata.org/entity/Q20181813	0	5	colonial power
http://www.wikidata.org/entity/Q21274963	0	5	province of Cauca
http://www.wikidata.org/entity/Q35785773	0	5	hypereutrophic lake
http://www.wikidata.org/entity/Q64538562	0	5	Site of national interest
http://www.wikidata.org/entity/Q7448010	0	5	self-administered zone of Burma
http://www.wikidata.org/entity/Q108666139	0	5	Q108666139
http://www.wikidata.org/entity/Q24256092	0	5	Centro Universitario de la Defensa
http://www.wikidata.org/entity/Q7525657	0	5	siphon sluice
http://www.wikidata.org/entity/Q13466456	0	5	house of millions of years
http://www.wikidata.org/entity/Q98129123	0	5	federal member state of Somalia
http://www.wikidata.org/entity/Q25619	0	5	Daryal radar
http://www.wikidata.org/entity/Q6485015	0	5	lands administrative division of South Australia
http://www.wikidata.org/entity/Q6485018	0	5	lands administrative division of Western Australia
http://www.wikidata.org/entity/Q3032123	0	5	district of the canton of Lucerne
http://www.wikidata.org/entity/Q21758148	0	5	national district of the Soviet Union
http://www.wikidata.org/entity/Q16830702	0	5	municipal board
http://www.wikidata.org/entity/Q18227834	0	5	administrative territorial entity of the NKAO
http://www.wikidata.org/entity/Q1957191	0	5	finishing school
http://www.wikidata.org/entity/Q279616	0	5	Horreum
http://www.wikidata.org/entity/Q332257	0	5	immersed tube
http://www.wikidata.org/entity/Q864440	0	5	health food store
http://www.wikidata.org/entity/Q1291673	0	5	cool warehouse
http://www.wikidata.org/entity/Q1631103	0	5	hotel garni
http://www.wikidata.org/entity/Q1928941	0	5	Gîte
http://www.wikidata.org/entity/Q104630835	0	5	Scottish county of city
http://www.wikidata.org/entity/Q107990794	0	5	Protected Wetland
http://www.wikidata.org/entity/Q107990799	0	5	Natural Area (singular)
http://www.wikidata.org/entity/Q11481119	0	5	divisional district
http://www.wikidata.org/entity/Q25385946	0	5	oval barn
http://www.wikidata.org/entity/Q5283344	0	5	District Meteorological Observatory
http://www.wikidata.org/entity/Q917028	0	5	dining car
http://www.wikidata.org/entity/Q6974552	0	5	National Nature Reserve
http://www.wikidata.org/entity/Q1349657	0	5	airport lounge
http://www.wikidata.org/entity/Q44710480	0	5	Electoral region of the Senedd
http://www.wikidata.org/entity/Q3287051	0	5	tobacco factory in France
http://www.wikidata.org/entity/Q56580425	0	5	city of oblast significance
http://www.wikidata.org/entity/Q108683897	0	5	hydraulic power station
http://www.wikidata.org/entity/Q58937084	0	5	county council of New South Wales
http://www.wikidata.org/entity/Q56477520	0	5	electoral ward of Woollahra Municipal Council
http://www.wikidata.org/entity/Q56477559	0	5	electoral ward of Randwick City Council
http://www.wikidata.org/entity/Q56477583	0	5	electoral ward of Ku-ring-gai Council
http://www.wikidata.org/entity/Q56477607	0	5	electoral ward of Blacktown City Council
http://www.wikidata.org/entity/Q56477621	0	5	electoral ward of Sutherland Shire Council
http://www.wikidata.org/entity/Q56477635	0	5	electoral ward of Parramatta Council City Council
http://www.wikidata.org/entity/Q56477639	0	5	electoral ward of Cumberland Council
http://www.wikidata.org/entity/Q56477643	0	5	electoral ward of Georges River Council
http://www.wikidata.org/entity/Q56477647	0	5	electoral ward of Northern Beaches Council
http://www.wikidata.org/entity/Q56477651	0	5	electoral ward of Inner West Council
http://www.wikidata.org/entity/Q56477655	0	5	electoral ward of Canterbury-Bankstown Council
http://www.wikidata.org/entity/Q56477659	0	5	electoral ward of Bayside Council
http://www.wikidata.org/entity/Q8570536	0	5	self-managed social centers in Italy
http://www.wikidata.org/entity/Q56477708	0	5	electoral ward of Campbelltown City Council
http://www.wikidata.org/entity/Q14872996	0	5	territory shared by several municipalities of Switzerland
http://www.wikidata.org/entity/Q56477712	0	5	electoral ward of Mitcham City Council
http://www.wikidata.org/entity/Q56477790	0	5	electoral ward of Whitehorse City Council
http://www.wikidata.org/entity/Q18592540	0	5	constituency of Grenada
http://www.wikidata.org/entity/Q56477855	0	5	electoral ward of Swan City Council
http://www.wikidata.org/entity/Q56477871	0	5	electoral ward of Canning City Council
http://www.wikidata.org/entity/Q91432	0	5	Refuge castle
http://www.wikidata.org/entity/Q2914545	0	5	Q2914545
http://www.wikidata.org/entity/Q56876592	0	5	electoral ward of Vaughan City Council
http://www.wikidata.org/entity/Q61994431	0	5	electoral ward of Northern Yorke Peninsula District Council
http://www.wikidata.org/entity/Q62625601	0	5	pseudo-dolmen
http://www.wikidata.org/entity/Q458517	0	5	Dive bar
http://www.wikidata.org/entity/Q855680	0	5	mannequin
http://www.wikidata.org/entity/Q910635	0	5	karaoke box
http://www.wikidata.org/entity/Q57444907	0	5	Fugitive Love motive
http://www.wikidata.org/entity/Q7576717	0	5	spherical tokamak
http://www.wikidata.org/entity/Q106817426	0	5	K4 telephone box
http://www.wikidata.org/entity/Q2901462	0	5	municipal library with regional vocation
http://www.wikidata.org/entity/Q56507866	0	5	camp of the Gulag
http://www.wikidata.org/entity/Q388379	0	5	motorcycle fairing
http://www.wikidata.org/entity/Q1521187	0	5	tide pool
http://www.wikidata.org/entity/Q129172	0	5	InterCityExpress
http://www.wikidata.org/entity/Q104200053	0	5	woolen mill
http://www.wikidata.org/entity/Q784445	0	5	mobile
http://www.wikidata.org/entity/Q1068422	0	5	Chausseehaus
http://www.wikidata.org/entity/Q603492	0	5	stinswier
http://www.wikidata.org/entity/Q5001935	0	5	business route
http://www.wikidata.org/entity/Q17277414	0	5	administrative region of the canton of Berne
http://www.wikidata.org/entity/Q17277975	0	5	Amtei of the canton of Solothurn
http://www.wikidata.org/entity/Q108431000	0	5	private college in Alberta
http://www.wikidata.org/entity/Q6149896	0	5	Jan Shatabdi Express
http://www.wikidata.org/entity/Q20350	0	5	moai
http://www.wikidata.org/entity/Q2306215	0	5	Q2306215
http://www.wikidata.org/entity/Q17507387	0	5	linhay
http://www.wikidata.org/entity/Q244824	0	5	ricetto
http://www.wikidata.org/entity/Q11788924	0	5	hoistroom
http://www.wikidata.org/entity/Q58148511	0	5	Q58148511
http://www.wikidata.org/entity/Q884233	0	5	library for the blind
http://www.wikidata.org/entity/Q3927244	0	5	boroughs of Bologna
http://www.wikidata.org/entity/Q3927247	0	5	borough of Florence
http://www.wikidata.org/entity/Q108723311	0	5	municipality of Bari
http://www.wikidata.org/entity/Q481184	0	5	Amtshauptmannschaft
http://www.wikidata.org/entity/Q3648563	0	5	public body of the Netherlands
http://www.wikidata.org/entity/Q20733617	0	5	rural community of Kyrgyzstan
http://www.wikidata.org/entity/Q17119431	0	5	traction power station
http://www.wikidata.org/entity/Q18979989	0	5	peaking power plant
http://www.wikidata.org/entity/Q24091478	0	5	Q24091478
http://www.wikidata.org/entity/Q1493728	0	5	Irish pub
http://www.wikidata.org/entity/Q4456179	0	5	territorial unit with special status of Moscow
http://www.wikidata.org/entity/Q65275063	0	5	bugyōsho
http://www.wikidata.org/entity/Q100705206	0	5	Prefectural Office Building
http://www.wikidata.org/entity/Q1622444	0	5	high water mark
http://www.wikidata.org/entity/Q11879302	0	5	Czech teacher training institute
http://www.wikidata.org/entity/Q18648758	0	5	type command
http://www.wikidata.org/entity/Q229765	0	5	Zun (vessel)
http://www.wikidata.org/entity/Q831477	0	5	prayer nut
http://www.wikidata.org/entity/Q1058741	0	5	sodium-cooled fast reactor
http://www.wikidata.org/entity/Q1159994	0	5	block statue
http://www.wikidata.org/entity/Q5305319	0	5	dragon boundary mark
http://www.wikidata.org/entity/Q27538033	0	5	environment
http://www.wikidata.org/entity/Q218735	0	4	customs museum
http://www.wikidata.org/entity/Q919075	0	4	garden railway
http://www.wikidata.org/entity/Q3819630	0	4	Centros Andaluces
http://www.wikidata.org/entity/Q6063256	0	4	library park
http://www.wikidata.org/entity/Q10926872	0	4	National Garden
http://www.wikidata.org/entity/Q104684704	0	4	wine subregion
http://www.wikidata.org/entity/Q44924719	0	4	historic heritage of local significance in Ukraine
http://www.wikidata.org/entity/Q95652804	0	4	A-bombed building
http://www.wikidata.org/entity/Q66087614	0	4	Q66087614
http://www.wikidata.org/entity/Q3696707	0	4	cratoneurion
http://www.wikidata.org/entity/Q34338776	0	4	thermal spring
http://www.wikidata.org/entity/Q83180	0	4	roof
http://www.wikidata.org/entity/Q90747	0	4	reduit
http://www.wikidata.org/entity/Q1616845	0	4	witch tower
http://www.wikidata.org/entity/Q3007118	0	4	Q3007118
http://www.wikidata.org/entity/Q17143038	0	4	tribune
http://www.wikidata.org/entity/Q21155149	0	4	bridge pile
http://www.wikidata.org/entity/Q21280556	0	4	church labyrinth
http://www.wikidata.org/entity/Q1615677	0	4	Stammstrecke
http://www.wikidata.org/entity/Q2348196	0	4	Q2348196
http://www.wikidata.org/entity/Q647266	0	4	low-emission zone
http://www.wikidata.org/entity/Q3267791	0	4	pressure system
http://www.wikidata.org/entity/Q55636098	0	4	train graveyard
http://www.wikidata.org/entity/Q1054581	0	4	buffer zone
http://www.wikidata.org/entity/Q1192403	0	4	concession
http://www.wikidata.org/entity/Q10281702	0	4	Q10281702
http://www.wikidata.org/entity/Q14866374	0	4	Lokalbahn
http://www.wikidata.org/entity/Q1656167	0	4	Q1656167
http://www.wikidata.org/entity/Q11942070	0	4	Q11942070
http://www.wikidata.org/entity/Q1899756	0	4	panhandle
http://www.wikidata.org/entity/Q7830214	0	4	crofting township
http://www.wikidata.org/entity/Q11430357	0	4	foreign settlement in Japan
http://www.wikidata.org/entity/Q13028920	0	4	Q13028920
http://www.wikidata.org/entity/Q52551684	0	4	historical geographic location
http://www.wikidata.org/entity/Q23009	0	4	door handle
http://www.wikidata.org/entity/Q1501871	0	4	test track
http://www.wikidata.org/entity/Q455941	0	4	bleacher
http://www.wikidata.org/entity/Q45301843	0	4	Architectural Heritage of National Importance of Ukraine
http://www.wikidata.org/entity/Q104870786	0	4	amber deposit site
http://www.wikidata.org/entity/Q105835744	0	4	regional cultural heritage site in Russia
http://www.wikidata.org/entity/Q2731657	0	4	Q2731657
http://www.wikidata.org/entity/Q26959070	0	4	astronautical museum
http://www.wikidata.org/entity/Q56296673	0	4	MiniMetro
http://www.wikidata.org/entity/Q81715	0	4	barricade
http://www.wikidata.org/entity/Q55951346	0	4	plastic soup
http://www.wikidata.org/entity/Q209287	0	4	Wonders of the World
http://www.wikidata.org/entity/Q812585	0	4	bayou
http://www.wikidata.org/entity/Q174520	0	4	rose window
http://www.wikidata.org/entity/Q862212	0	4	concourse
http://www.wikidata.org/entity/Q12091026	0	4	coal deposit
http://www.wikidata.org/entity/Q20064854	0	4	Q20064854
http://www.wikidata.org/entity/Q104769113	0	4	bentonite clay deposit
http://www.wikidata.org/entity/Q76164372	0	4	wetland
http://www.wikidata.org/entity/Q842623	0	4	paddy field
http://www.wikidata.org/entity/Q4835091	0	4	territory
http://www.wikidata.org/entity/Q104471354	0	4	senhorio
http://www.wikidata.org/entity/Q9251669	0	4	exotarium
http://www.wikidata.org/entity/Q22035575	0	4	Q22035575
http://www.wikidata.org/entity/Q58237146	0	4	Q58237146
http://www.wikidata.org/entity/Q108911640	0	4	Wooden door
http://www.wikidata.org/entity/Q485951	0	4	normal fault
http://www.wikidata.org/entity/Q488409	0	4	strike-slip fault
http://www.wikidata.org/entity/Q664573	0	4	transform fault
http://www.wikidata.org/entity/Q852010	0	4	boom barrier
http://www.wikidata.org/entity/Q4992374	0	4	natural habitat
http://www.wikidata.org/entity/Q6974775	0	4	national park of Argentina
http://www.wikidata.org/entity/Q18618841	0	4	national park of Senegal
http://www.wikidata.org/entity/Q20488952	0	4	national park of the People's Republic of China
http://www.wikidata.org/entity/Q108051693	0	4	national park
http://www.wikidata.org/entity/Q53996838	0	4	step
http://www.wikidata.org/entity/Q10544770	0	4	Transfer Station
http://www.wikidata.org/entity/Q11519484	0	4	rail station that was never opened
http://www.wikidata.org/entity/Q1688297	0	4	Umayyad desert castles
http://www.wikidata.org/entity/Q874531	0	4	thatching
http://www.wikidata.org/entity/Q106357527	0	4	Q106357527
http://www.wikidata.org/entity/Q10855222	0	4	Q10855222
http://www.wikidata.org/entity/Q10855227	0	4	Q10855227
http://www.wikidata.org/entity/Q10867829	0	4	Shanghai outstanding historical building
http://www.wikidata.org/entity/Q80705523	0	4	Q80705523
http://www.wikidata.org/entity/Q60690972	0	4	baptistery railing
http://www.wikidata.org/entity/Q810652	0	4	bastide
http://www.wikidata.org/entity/Q1094397	0	4	autonomous city
http://www.wikidata.org/entity/Q5461687	0	4	Florida Underwater Archaeological Preserve
http://www.wikidata.org/entity/Q10498262	2	4	relict field system
http://www.wikidata.org/entity/Q1662118	0	4	industrial city
http://www.wikidata.org/entity/Q24700892	4	4	post town
http://www.wikidata.org/entity/Q537981	0	4	Angerdorf
http://www.wikidata.org/entity/Q7835547	0	4	trap
http://www.wikidata.org/entity/Q25297051	0	4	transborder building
http://www.wikidata.org/entity/Q93829163	0	4	ore-mining region
http://www.wikidata.org/entity/Q390384	0	4	calcareous grassland
http://www.wikidata.org/entity/Q11781064	0	4	microplate
http://www.wikidata.org/entity/Q811252	0	4	cottage garden
http://www.wikidata.org/entity/Q26878911	0	4	Formal garden
http://www.wikidata.org/entity/Q98141495	0	4	Q98141495
http://www.wikidata.org/entity/Q2031250	0	4	ferme ornée
http://www.wikidata.org/entity/Q2403675	0	4	protected heritage property in Wallonia
http://www.wikidata.org/entity/Q7068215	0	4	nucleated village
http://www.wikidata.org/entity/Q1433404	0	4	Flight information region
http://www.wikidata.org/entity/Q39518369	0	4	castle museum
http://www.wikidata.org/entity/Q506894	0	4	littoral zone
http://www.wikidata.org/entity/Q96034032	0	4	Q96034032
http://www.wikidata.org/entity/Q13137873	4	4	skerry coast
http://www.wikidata.org/entity/Q56235666	0	4	grand mosque
http://www.wikidata.org/entity/Q423504	0	4	news cinema
http://www.wikidata.org/entity/Q1313726	0	4	iceport
http://www.wikidata.org/entity/Q1922704	0	4	sun temple
http://www.wikidata.org/entity/Q55492	0	4	island railway station
http://www.wikidata.org/entity/Q742615	3	4	land of Sweden
http://www.wikidata.org/entity/Q1664473	0	4	chain of islands
http://www.wikidata.org/entity/Q7138175	0	4	park system
http://www.wikidata.org/entity/Q17036647	0	4	trust port
http://www.wikidata.org/entity/Q4373615	0	4	colony of the Russian empire
http://www.wikidata.org/entity/Q1175512	0	4	county town
http://www.wikidata.org/entity/Q202156	0	4	province of Ireland
http://www.wikidata.org/entity/Q15793693	0	4	caserío of El Salvador
http://www.wikidata.org/entity/Q1476200	0	4	boundary tree
http://www.wikidata.org/entity/Q21711119	0	4	Q21711119
http://www.wikidata.org/entity/Q1549534	0	4	Greater Region
http://www.wikidata.org/entity/Q1799794	0	4	administrative territorial entity of a specific level
http://www.wikidata.org/entity/Q65246828	0	4	Q65246828
http://www.wikidata.org/entity/Q1491852	0	4	Rock shed
http://www.wikidata.org/entity/Q11150365	0	4	biogeographical sub-province
http://www.wikidata.org/entity/Q24906026	0	4	writer's home
http://www.wikidata.org/entity/Q24840980	0	4	China economic development zone
http://www.wikidata.org/entity/Q3532042	0	4	block
http://www.wikidata.org/entity/Q30504307	0	4	maritime settlement
http://www.wikidata.org/entity/Q17457437	0	4	Census agglomeration
http://www.wikidata.org/entity/Q10553306	1	4	lagsaga
http://www.wikidata.org/entity/Q375681	0	4	European river zone
http://www.wikidata.org/entity/Q13470232	0	4	nature reserve in Belarus
http://www.wikidata.org/entity/Q19855418	0	4	Jun
http://www.wikidata.org/entity/Q28164214	0	4	Prant
http://www.wikidata.org/entity/Q216888	0	4	district of Luxembourg
http://www.wikidata.org/entity/Q452020	0	4	submarine pen
http://www.wikidata.org/entity/Q1080224	0	4	state electoral district
http://www.wikidata.org/entity/Q16629428	0	4	division of the legislative council of Quebec
http://www.wikidata.org/entity/Q47451163	0	4	region of Canton of Neuchâtel
http://www.wikidata.org/entity/Q47773783	0	4	Constituency of the Regional Council of Abruzzo
http://www.wikidata.org/entity/Q47907543	0	4	Constituency of the Regional Council of Friuli-Venezia Giulia
http://www.wikidata.org/entity/Q47907612	0	4	Constituency of the Regional Council of Liguria
http://www.wikidata.org/entity/Q15664	0	4	quadripoint
http://www.wikidata.org/entity/Q879641	0	4	shrubland
http://www.wikidata.org/entity/Q15727526	0	4	river bend
http://www.wikidata.org/entity/Q54831792	0	4	constituency of the Regional Council of Aysen General Carlos Ibáñez del Campo
http://www.wikidata.org/entity/Q54831795	0	4	constituency of the Regional Council of Los Lagos
http://www.wikidata.org/entity/Q54831798	0	4	constituency of the Regional Council of Magallanes and Chilean Antarctic
http://www.wikidata.org/entity/Q54831799	0	4	constituency of the Regional Council del Maule
http://www.wikidata.org/entity/Q54831800	0	4	constituency of the Regional Council of Libertador General Bernardo O'Higgins
http://www.wikidata.org/entity/Q33097655	0	4	amusement center
http://www.wikidata.org/entity/Q57675852	0	4	electoral district of the Western Australian Legislative Council
http://www.wikidata.org/entity/Q20743940	0	4	fretum
http://www.wikidata.org/entity/Q1456873	0	4	Peace Pagoda
http://www.wikidata.org/entity/Q1826688	0	4	Q1826688
http://www.wikidata.org/entity/Q60788304	0	4	Heerlijkheid
http://www.wikidata.org/entity/Q11428082	0	4	Q11428082
http://www.wikidata.org/entity/Q29033733	0	4	department of the Grand Duchy of Berg
http://www.wikidata.org/entity/Q106833943	0	4	vereda
http://www.wikidata.org/entity/Q45899635	0	4	bog island
